medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_postcode,pickup_neighborhood,pickup_hour,dropoff_postcode,dropoff_neighborhood,dropoff_hour
84DFA7AADAF4CDB22EC74B23962C4C15,CFDDF3DA8B68B2D86EF762AAFA5685AE,VTS,1,,2013-02-01 16:48:00,2013-02-01 16:55:00,5,420,1.37,-73.966759,40.756935,-73.981224,40.744484,10022,Tudor City,16,10016,Tudor City,
15F315B7E52837DF529128B7F5AFB7B4,2FE37AEB6A4977049879412402E835C2,VTS,1,,2013-02-01 16:36:00,2013-02-01 16:49:00,6,780,3.27,-73.962097,40.779243,-73.9981,40.761097,10028,Upper East Side,16,10036,Hell's Kitchen,
1D8B19995A8EBDF9BEF854298EFE0BDA,5B231BE69533976F649F311E562074A7,VTS,1,,2013-02-01 16:03:00,2013-02-01 16:05:00,6,120,.93,-73.972107,40.786671,-73.979286,40.776741,10025,Upper West Side,16,10023,Lincoln Towers,
FB0E487E6C70EB47E85242F44B7EE21D,E189DA622B174DB52CB7BCCA3792E3C7,VTS,1,,2013-02-01 15:56:00,2013-02-01 16:04:00,1,480,1.36,-73.968971,40.750401,-73.986526,40.756111,10017,Tudor City,15,10019,Diamond District,
2943572EF811593379A94BE6D657557F,DB74E46F775FA31CA772FFA91EBBE6BF,VTS,1,,2013-02-01 16:08:00,2013-02-01 16:12:00,2,240,1.82,-73.959869,40.710896,-73.989563,40.719082,11211,Williamsburg,16,10002,Lower East Side,
40D1A2CFCCD327B057C2977B8540932E,15D85C8E2DE6B010176EBE31617EC7A2,VTS,1,,2013-02-01 15:50:00,2013-02-01 16:06:00,1,960,1.63,-73.992393,40.749321,-73.977325,40.758625,10001,Koreatown,15,10019,Diamond District,
8244910BD1F08A8379796AA7DEC00EB4,8B4AAA67BF021108F767C7C8DF313735,VTS,1,,2013-02-01 15:37:00,2013-02-01 16:11:00,3,2040,10.39,-73.98333,40.76635,-73.885544,40.77319,10019,San Juan Hill,15,11371,North Beach,
11869B917304D65D78C341D1D7B5A4BB,D3220D94537CDAF7C23E61946700D7CE,VTS,1,,2013-02-01 15:32:00,2013-02-01 16:02:00,2,1800,2.32,-73.981888,40.757904,-73.989143,40.73666,10019,Diamond District,15,10003,Flatiron,
F1BE96D13351E3F199217DCE1BAAF043,BF217D9C84E26019F50F75831CEC0A11,VTS,1,,2013-02-01 16:16:00,2013-02-01 16:19:00,5,180,.58,-73.977303,40.779613,-73.983047,40.77512,10023,Lincoln Towers,16,10023,Lincoln Towers,
2DA69B9659AF1B087A3BC7D5FEF3B2B7,F753E587C7C486A70794B8FF54EA26F6,VTS,1,,2013-02-01 15:38:00,2013-02-01 16:06:00,3,1680,3.34,-73.9496,40.772594,-73.989876,40.752724,10075,Yorkville,15,10018,Koreatown,
D345D558D1922836418890C90E375DBD,86F414E1BEC52D3F50A7C81EFEFB00D1,VTS,1,,2013-02-01 16:04:00,2013-02-01 16:15:00,1,660,1.67,-73.988014,40.769852,-73.988983,40.755753,10019,San Juan Hill,16,10036,Diamond District,
24A79226E819C16546C3634C824EAEB8,E7F99886D48B6441DC0E7919E7BC52D3,VTS,1,,2013-02-01 15:33:00,2013-02-01 16:23:00,2,3000,8.40,-73.987938,40.775089,-73.987572,40.702354,10069,Lincoln Towers,15,10002,,
8B1E8205534B40CD65A9CC73F8B72826,ED23731FFB84BBFF78CB2E3C55650228,VTS,1,,2013-02-01 16:10:00,2013-02-01 16:16:00,1,360,1.12,-73.974312,40.758522,-73.966949,40.767376,10022,Diamond District,16,10065,Upper East Side,
60C3AD7179183044E91FF3B9B90C1CAA,92CA1E2D2E0E118BFB76A1A28A073D0D,VTS,1,,2013-02-01 16:09:00,2013-02-01 16:16:00,2,420,1.44,-73.956764,40.783936,-73.974945,40.782745,10128,Yorkville,16,10024,Upper West Side,
4BE2632C4D6BFA5244911FE164AC3B61,9E714FAA4F0104863473A70752C4888B,VTS,1,,2013-02-01 16:08:00,2013-02-01 16:15:00,1,420,1.00,-73.977631,40.755527,-73.952682,40.766144,10017,Diamond District,16,10021,Upper East Side,
04BC6422B122AEA5BF32379379F709AD,F46AEFFB7886849C03BA4A7123A8D2E0,VTS,1,,2013-02-01 15:45:00,2013-02-01 16:06:00,6,1260,3.61,-73.954887,40.789204,-73.993477,40.757671,10029,East Harlem,15,10018,Hell's Kitchen,
219F8CFAB081F561EE59AFFC499F8BA2,F97B20080497F3D1DCA9A58568A32EB8,VTS,1,,2013-02-01 16:11:00,2013-02-01 16:17:00,2,360,.59,-73.945847,40.77367,-73.952774,40.776653,10028,Yorkville,16,10028,Upper East Side,
3852A1BDE367F100D6C3F5382B47792E,5A5FF5A7568AD7FA362D28AFC32FBC86,VTS,1,,2013-02-01 16:08:00,2013-02-01 16:15:00,2,420,1.33,-73.949997,40.784893,-73.953331,40.770016,10128,Yorkville,16,10021,Upper East Side,
F4BC9C108FC92F91F7546B4B480183F9,1167EF3CF35C5C234607622B912EF42C,VTS,1,,2013-02-01 16:00:00,2013-02-01 16:17:00,6,1020,1.78,-73.968597,40.760166,-73.983925,40.749123,10022,Diamond District,16,10016,Murray Hill,
DA9EA8C2AF1D956B483697B6590CF793,31B387F3FC19824F88A9C012A706093A,VTS,1,,2013-02-01 14:40:00,2013-02-01 14:48:00,1,480,1.18,-73.9814,40.759747,-73.975006,40.735321,10019,Diamond District,14,10010,Waterside Plaza,
43FE9C787C6510C970B1E218BA090D3E,640857E4C0DF7DD15BECD0FAD1ED3BEB,VTS,1,,2013-02-01 14:17:00,2013-02-01 14:27:00,1,600,1.45,-73.977921,40.778542,-73.983139,40.760647,10023,Lincoln Towers,14,10019,Clinton,
464F6B19DA1B8198DA3B234E5366B6FD,C897D3EA351146C8368FD4FD05D683B3,VTS,1,,2013-02-01 14:53:00,2013-02-01 14:59:00,1,360,.94,-73.99498,40.744541,-74.008224,40.745602,10011,Chelsea,14,10011,Fulton Houses,
