medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_postcode,pickup_neighborhood,pickup_hour,dropoff_postcode,dropoff_neighborhood,dropoff_hour
89D227B655E5C82AECF13C3F540D4CF4,BA96DE419E711691B9445D6A6307C170,CMT,1,N,1/1/13 15:11,1/1/13 15:18,4,382,1,-73.978165,40.757977,-73.989838,40.751171,10020,Diamond District,15,10001,Koreatown,
0BD7C8F5BA12B88E0B67BED28BEA73D8,9FD8F69F0804BDB5549F40E9DA1BE472,CMT,1,N,1/6/13 0:18,1/6/13 0:22,1,259,1.5,-74.006683,40.731781,-73.994499,40.75066,10014,Greenwich Village,0,10001,Chelsea,
0BD7C8F5BA12B88E0B67BED28BEA73D8,9FD8F69F0804BDB5549F40E9DA1BE472,CMT,1,N,1/5/13 18:49,1/5/13 18:54,1,282,1.1,-74.004707,40.73777,-74.009834,40.726002,10014,Fulton Houses,18,10013,Greenwich Village,
DFD2202EE08F7A8DC9A57B02ACB81FE2,51EE87E3205C985EF8431D850C786310,CMT,1,N,1/7/13 23:54,1/7/13 23:58,2,244,0.7,-73.974602,40.759945,-73.984734,40.759388,10055,Diamond District,23,10036,Diamond District,
DFD2202EE08F7A8DC9A57B02ACB81FE2,51EE87E3205C985EF8431D850C786310,CMT,1,N,1/7/13 23:25,1/7/13 23:34,1,560,2.1,-73.97625,40.748528,-74.002586,40.747868,10035,Tudor City,23,10011,Chelsea,
20D9ECB2CA0767CF7A01564DF2844A3E,598CCE5B9C1918568DEE71F43CF26CD2,CMT,1,N,1/7/13 15:27,1/7/13 15:38,1,648,1.7,-73.966743,40.764252,-73.983322,40.743763,10065,Tudor City,15,10016,Rose Hill,
496644932DF3932605C22C7926FF0FE0,513189AD756FF14FE670D10B92FAF04C,CMT,1,N,1/8/13 11:01,1/8/13 11:08,1,418,0.8,-73.995804,40.743977,-74.007416,40.744343,10011,Chelsea,11,10011,Fulton Houses,
0B57B9633A2FECD3D3B1944AFC7471CF,CCD4367B417ED6634D986F573A552A62,CMT,1,N,1/7/13 12:39,1/7/13 13:10,3,1898,10.7,-73.989937,40.756775,-73.86525,40.77063,10036,Hell's Kitchen,12,11369,East Elmhurst,
2C0E91FF20A856C891483ED63589F982,1DA2F6543A62B8ED934771661A9D2FA0,CMT,1,N,1/7/13 18:15,1/7/13 18:20,1,299,0.8,-73.980072,40.743137,-73.982712,40.735336,10016,Tudor City,18,10003,Stuyvesant Town,
2D4B95E2FA7B2E85118EC5CA4570FA58,CD2F522EEE1FF5F5A8D8B679E23576B3,CMT,1,N,1/7/13 15:33,1/7/13 15:49,2,957,2.5,-73.977936,40.786983,-73.952919,40.80637,10024,Upper West Side,15,10026,Harlem,
