medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_postcode,pickup_neighborhood,pickup_hour,dropoff_postcode,dropoff_neighborhood,dropoff_hour
B4064452CF8B1B508643AFC9AF09B25A,76BC6B9CA85495D72966BB8B7D49CCE9,VTS,1,,2013-02-01 15:37:00,2013-02-01 15:58:00,1,1260,2.09,-73.982582,40.774021,-73.986977,40.754028,10023,Lincoln Towers,15,10018,Koreatown,
B8AFF8A4101503C4111D861F4698A75C,38AD4EA2305C433947341C464EC103D6,VTS,1,,2013-02-01 15:48:00,2013-02-01 15:58:00,1,600,1.76,-73.954636,40.765617,-73.950134,40.784115,10021,Upper East Side,15,10128,Yorkville,
C41A7FA97B7C694620442621FC8D8127,82968DB6DC8BB3091547DA220FF1416F,VTS,1,,2013-02-01 16:16:00,2013-02-01 16:21:00,1,300,.69,-74.00499,40.719082,-74.000366,40.726608,10013,Tribeca,16,10012,Greenwich Village,
F47E83A52C8401C874B99A98CCE246DF,4E260C3310346E735CBDF8C8E6761D66,VTS,1,,2013-02-01 15:54:00,2013-02-01 16:00:00,1,360,1.28,-73.958778,40.77235,-73.985008,40.73658,10021,Yorkville,15,10003,East Village,
A4176F792866E3A5DD57BDB059D6FFCC,1E5C0C05F4D6B54E958C400BF43640A6,VTS,1,,2013-02-01 15:53:00,2013-02-01 16:02:00,1,540,1.40,-73.967285,40.763329,-73.985474,40.759232,10065,Tudor City,15,10036,Diamond District,
B2231EA007B1CCE41CC77B1011FF1861,6C970139A289EF4B5444513CE5065D6C,VTS,1,,2013-02-01 15:35:00,2013-02-01 16:03:00,1,1680,5.08,-73.982162,40.777489,-74.008415,40.726028,10023,Lincoln Towers,15,10013,Greenwich Village,
C4582DF40CD3C4A32CF82E8E7AC8C983,EECAB476B298A428066FEE590BAA576C,VTS,1,,2013-02-01 15:38:00,2013-02-01 16:06:00,1,1680,4.00,-73.982864,40.739185,-73.985283,40.778748,10010,East Village,15,10023,Lincoln Towers,
4921A77F5FEB8807614CE268925CD516,3BEA7AF5AC7964C330F6D3A1A1FE3D56,VTS,1,,2013-02-01 15:34:00,2013-02-01 15:59:00,5,1500,3.18,-73.983421,40.739201,-73.976425,40.77552,10010,Rose Hill,15,10023,Lincoln Towers,
738E37CA52BF6F608E874BAF97B933F6,E3A0147C3640FB3771E9303C8933ECF2,VTS,1,,2013-02-01 15:54:00,2013-02-01 16:03:00,2,540,1.13,-73.987434,40.733246,-73.986252,40.722473,10003,East Village,15,10009,Loisaida,
050ABCE14371E671A6260A74D2C1F59B,F0A25E95A68083330E451A69EBA4E6BD,VTS,1,,2013-02-01 16:06:00,2013-02-01 16:17:00,6,660,2.00,-73.957565,40.785412,-73.966316,40.799778,10128,Yorkville,16,10025,Park West Village,
